Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01022-00,Guillermo Sánchez Luque,Corporación Autónoma Regional del Río Grande de la Magdalena - CORMAGDALENA,Resolución 000096 del 24 de marzo de 2020,"Resolución 000096 del 24 de marzo de 2020 proferida por la Corporación Autónoma regional del Rio Grande de la Magdalena - CORMAGDALENA, ""por medio de la cual se suspenden términos dentro de los procesos disciplinarios adelantados en CORMAGDALENA, en el marco de la declaratoria de estado de emergencia económica, social y ecológica decretada por el presidente de la República por casusa del covid-19"""
11001-03-15-000-2020-01024-00,Oswaldo Giraldo López,Corporación Autónoma Regional del Río Grande de la Magdalena - CORMAGDALENA,Resolución 000088 del 19 de marzo de 2020,"Resolución 000088 del 19 de marzo de 2020 proferida por la Corporación Autónoma Regional del Rio Grande de la Magdalena - CORMAGDALENA, ""por medio de la cual se adoptan algunas medidas transitorias por causa del covid-19 en la Corporación Autónoma Regional del Rio Grande de la Magdalena - CORMAGDALENA, y se dictan otras disposiciones"""
11001-03-15-000-2020-01025-00,Marta Nubia Velásquez Rico,Corporación Autónoma Regional del Centro de Antioquia- CORANTIOQUIA,Resolución 040res2003-1404 del 24 de marzo de 2020,"Resolución 040res2003-1404 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional del Centro de Antioquia - Corantioquia, ""por medio de la cual se modifica la Resolución no. 040res2003-1388 del 19 de marzo de 2020, prorrogando la suspensión de términos definida en los procedimientos y actuaciones administrativas que se surten en la Corporación Autónoma Regional del Centro de Antioquia - Corantioquia y se toman otras determinaciones complementarias en atención a la contingencia generada por el covid-19""."
11001-03-15-000-2020-01026-00,Carmelo Perdomo Cuéter,Corporación Autónoma Regional del Centro de Antioquia- CORANTIOQUIA,Resolución 040res2003-1388 del 19 de marzo de 2020,"Resolución 040res2003-1388 del 19 de marzo de 2020 proferida por la Corporación Autónoma Regional del Centro de Antioquia - Corantioquia, ""por medio de la cual se suspenden, con carácter temporal, los términos en los procedimientos y actuaciones administrativas que se surten en las diferentes dependencias de la sede central, oficinas territoriales y sedes locales de la Corporación Autónoma Regional del Centro de Antioquia Corantioquia."
11001-03-15-000-2020-01027-00,Luis Alberto Álvarez Parra,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0493 del 16 de marzo de 2020,"Resolución 2020-0493 del 16 de marzo de 2020 proferida por la Corporación Autónoma Regional de Caldas - Corpocaldas, ""por la cual se suspenden unos términos administrativos""."
11001-03-15-000-2020-01028-00,Jaime Enrique Rodríguez Navas,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0535 del 24 de marzo de 2020,"Resolución 2020-0535 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional de Caldas - Corpocaldas, ""por la cual se adicionan medidas con carácter temporal para atender la contingencia generada por el covid-19 en la Corporación Autónoma regional de caldas - Corpocaldas"""
11001-03-15-000-2020-01029-00,Sandra Lisset Ibarra Vélez,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0540 del 24 de marzo de 2020,"Resolución 2020-0540 del 24 de marzo de 2020 proferida por la Corporación Autónoma regional de caldas - Corpocaldas, ""por medio de la cual se suspenden términos procesales del proceso administrativo de cobro por jurisdicción coactiva"""
11001-03-15-000-2020-01030-00,Ramiro Pazos Guerrero,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0542 del 24 de marzo de 2020,"Resolución 2020-0542 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional de Caldas - Corpocaldas, ""por la cual se modifica la resolución no. 2020-0493"""
11001-03-15-000-2020-01031-00,Roberto Augusto Serrato Valdés,Corporación Autónoma Regional de la Orinoquía - CORPORINOQUÍA,Resolución 400.36-20-0373 del 16 de marzo de 2020,"Resolución 400.36-20-0373 del 16 de marzo de 2020 proferida por la Corporación Autónoma Regional de la Orinoquia - Corporinoquia, ""por medio de la cual la Corporación Autónoma regional de la Orinoquia - Corporinoquia-, adopta medidas sanitarias y acciones transitorias, dando alcance a la resolución no. 385 del 12 de marzo del 2020 -por la cual se declara la emergencia sanitaria por causa del coronavirus covid-19-"""
11001-03-15-000-2020-01032-00,Rafael Francisco Suárez Vargas,Corporación Autónoma Regional de la Orinoquía - CORPORINOQUÍA,Resolución 400.36-20-0391 del 20 de marzo de 2020,"Resolución 400.36-20-0391 del 20 de marzo de 2020 proferida por la Corporación Autónoma Regional de la Orinoquia - Corporinoquia, ""por medio de la cual la Corporación Autónoma regional de la Orinoquia - Corporinoquia-, modifica la Resolución 400.36-20-0373 del 16 de marzo de 2020, a través de la cual se adoptaron medidas sanitarias y acciones transitorias, dando alcance a la Resolución no. 385 del 12 de marzo del 2020 -por la cual se declara la emergencia sanitaria por causa del coronavirus covid-19-"""
11001-03-15-000-2020-01033-00,Gabriel Valbuena Hernández,Fiscalía General de la Nación,Circular 0007 del 26 de marzo de 2020,"Circular 0007 del 26 de marzo de 2020 suscrita por la Dirección Ejecutiva de la Fiscalía general de la Nación, para los servidores Fiscalía General de la Nación. Asunto: lineamientos para el manejo de la correspondencia de la Fiscalía General de la Nación durante la cuarentena, por razón del covid-19"
11001-03-15-000-2020-01034-00,Nicolás Yepes Corrales,Fiscalía General de la Nación,Circular 0010 del 26 de marzo de 2020,"Circular 0010 del 26 de marzo de 2020 suscrita por el Fiscal General de la Nación, para todos los funcionarios de la Fiscal General de la Nación. Asunto: instrucciones para atender las medidas de emergencia sanitaria producida por el coronavirus covid 19"
11001-03-15-000-2020-01035-00,Julio Roberto Piza Rodríguez (E),Instituto Colombiano de Bienestar Familiar,Circular 004 del 17 de marzo de 2020,"Circular 004 del 17 de marzo de 2020 suscrita por la directora general del Instituto Colombiano de Bienestar Familiar, para la subdirectora general, secretario general, directores regionales, directivos, coordinadores de grupos internos de trabajo, coordinadores, servidores públicos y contratistas de prestaciones de servicios. Asunto: instrucciones de intervención, contención y atención del covid-19 en el ICBF"
11001-03-15-000-2020-01036-00,Marta Nubia Velásquez Rico,Instituto Colombiano de Bienestar Familiar,circular 005 del 19 de marzo de 2020,"circular 005 del 19 de marzo de 2020 suscrita por la directora general del Instituto Colombiano de Bienestar Familiar, para aspirantes procesos meritocraticos, públicos y abiertos para la conformación de las listas de elegibles mediante las cuales se seleccionaran los temas para los cargos de director regional. Asunto: medida transitoria de suspensión cronogramas procesos merito raticos"
11001-03-15-000-2020-010337-00,Julio Roberto Piza Rodríguez,Instituto Colombiano de Bienestar Familiar,Resolución 2953 del 17 de marzo de 2020,"Resolución 2953 del 17 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, ""por la cual se adoptan medidas transitorias frente a los tramites de restablecimiento de derechos de niños, niñas y adolescentes, en el marco de la emergencia sanitaria por causa del coronavirus covid-19"""
11001-03-15-000-2020-01038-00,Lucy Jeannette Bermúdez Bermúdez,Instituto Colombiano de Bienestar Familiar,Resolución 2999 del 18 de marzo de 2020,"Resolución 2999 del 18 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, ""por la cual se adopta el anexo para la prestación del servicio de atención de la modalidad mi familia, ante la declaración de emergencia sanitaria establecida por el gobierno nacional de Colombia por causa del covid-19"""
11001-03-15-000-2020-01039-00,Carlos Enrique Moreno Rubio,Instituto Colombiano de Bienestar Familiar,Resolución 3000 del 18 de marzo de 2020,"Resolución 3000 del 18 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, ""por la cual se suspenden términos dentro de los procesos disciplinarios y los procesos administrativos sancionatorios que se adelantan en el ICBF a partir del 18 y hasta el 31 de marzo de 2020 en razón a la emergencia sanitaria declarada en el territorio nacional"""
11001-03-15-000-2020-01040-00,Marta Nubia Velásquez Rico (E),Instituto Colombiano de Bienestar Familiar,Resolución 3004 del 18 de marzo de 2020,"Resolución 3004 del 18 de marzo de 2020 proferida por el instituto colombiano de bienestar familiar, ""por medio de la cual se declara urgencia manifiesta para celebrar la contratación de bienes y servicios necesarios en el Instituto Colombiano De Bienestar Familiar cecilia de la fuente lleras - ICBF y se dictan otras disposiciones"""
11001-03-15-000-2020-01041-00,Oswaldo Giraldo López,Instituto Colombiano de Bienestar Familiar,Resolución 3005 del 18 de marzo de 2020,"Resolución 3005 del 18 de marzo de 2020 proferida por el instituto colombiano de bienestar familiar, ""por la cual se adopta el anexo para la prestación de los servicios de atención a la primera infancia del ICBF, ante la declaración de emergencia sanitaria establecida por el gobierno nacional de Colombia por causa del covid-19"
11001-03-15-000-2020-01042-00,Rocío Araújo Oñate,Instituto Colombiano de Bienestar Familiar,Resolución 3017 del 19 de marzo de 2020,"Resolución 3017 del 19 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, ""por la cual se adoptan medidas transitorias y excepcionales sobre trabajo en casa para servidores públicos y el cumplimiento de obligaciones para contratistas del ICBF en el marco de la emergencia sanitaria por causa del covid-19"""
11001-03-15-000-2020-01043-00,Carmelo Perdomo Cuéter,Instituto Colombiano de Bienestar Familiar,Resolución 3018 del 19 de marzo de 2020,"Resolución 3018 del 19 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, ""por la cual se prorroga la vigencia de las licencias de funcionamiento para prestar servicios de protección integral a los niños, niñas, adolescentes y a sus familias en razón a la emergencia sanitaria declarada en el territorio nacional"""
11001-03-15-000-2020-01044-00,Martín Bermúdez Muñoz,Instituto Geográfico Agustín Codazzi - IGAC,Resolución 355 del 20 de marzo de 2020,"Resolución 355 del 20 de marzo de 2020 proferida por Instituto Geográfico Agustín Codazzi, ""por la cual se suspenden los términos en las actuaciones disciplinarias adelantadas por el grupo de trabajo de control interno disciplinario del Instituto Geográfico Agustín Codazzi -IGAC"
11001-03-15-000-2020-01046-00,Nubia Margoth Peña Garzón,Instituto Nacional de Vías - INVIAS,Circular Externa 001 del 23 de marzo de 2020,"Circular Externa 001 del 23 de marzo de 2020 suscrita por el director general del Instituto Nacional de Vías - INVIAS, ""por medio del cual se informa a los contratistas del Instituto Nacional de Vías sobre la medida transitoria adoptada para proceder a la suspensión de los contratos de obra, interventoría, consultoría, convenios, contratos interadministrativos y contratos de prestación de servicios administrativos y de logística a cargo del Instituto Nacional de Vías, motivada por razones de salud pública"""
11001-03-15-000-2020-01047-00,Milton Chaves García,Instituto Nacional de Vías - INVIAS,Protocolo general de bioseguridad,"Protocolo general de bioseguridad expedido por el Instituto Nacional de Vías - INVIAS, para orientar sobre las medidas preventivas y de mitigación tendientes a contener la infección respiratoria aguda por covid-19 en proyectos de infraestructura de transporte que continúen su ejecución durante la emergencia sanitaria"
11001-03-15-000-2020-01048-00,Luis Alberto Álvarez Parra,Instituto Colombiano de Bienestar Familiar,Resolución 3019 del 19 de marzo de 2020,"Resolución 3019 del 19 de marzo de 2020 proferida por el Instituto Colombiano de Bienestar Familiar, por la cual se modifican la Resolución no. 6100 de 2019 por la cual se adopta el manual operativo del programa generaciones 2.0 y la Resolución no. 9530 de 2019 'por la cual se adopta el manual operativo de la modalidad para el fortalecimiento de capacidades de los niños, niñas y adolescentes con discapacidad y sus familias, en el marco de la emergencia por covid-19'"""
11001-03-15-000-2020-01049-00,Hernando Sánchez Sánchez,Ministerio de Transporte,Circular 001 del 12 de marzo de 2020,"Circular 001 del 12 de marzo de 2020 suscrita por el ministro del deporte, para los organismos del sistema nacional del deporte. Asunto: suspensión de organización y realización de eventos deportivos en el territorio nacional."
